person,2020,2021,2022,2023
33,12186,12186,12186,12186
35,18890,20320,21839,23458
39,19966,19677,21125,19239
41,20652,21332,40569,35061
43,10051,7198,5913,8954
44,10051,7198,5959,9045
49,14865,16366,15155,12400
68,3210,7500,1668,1126
70,9712,18882,12801,14227
80,5526,6391,10293,4535
84,0,7582,8165,0
101,28942,27518,34335,38492
104,26116,37588,27522,31578
117,0,0,6582,6079
118,134,148,6704,6199
128,6841,3698,10828,13908
151,18890,20320,21837,23453
166,22619,21274,22676,20869
183,14011,21537,23820,24008
188,11860,5877,2066,2186
189,6,6,26484,27186
192,4496,8838,8909,3333
210,9490,25785,18896,26629
213,19966,19677,21125,19239
222,5996,6984,8509,9558
235,18890,20320,21839,23458
236,18890,20320,21837,23453
243,48819,59366,68571,67173
244,18890,20320,28422,29538
245,10185,7346,12663,15244
246,19609,21125,22685,24344
247,20733,19599,20711,19261
248,29210,38241,45886,42829
249,28167,38034,28002,32112
250,14345,21875,30731,30430
253,22619,21274,22676,20869
258,0,5583,4702,0
262,5787,4966,25415,22661
0,7931,9619,9285,7947
1,10767,6400,5909,4562
3,14973,14973,14973,14973
7,7704,6494,3583,1829
10,8497,8447,10622,10992
11,25954,35468,36160,36259
15,22699,22699,22699,22699
16,8447,10622,10992,7684
17,8447,10622,10992,7684
19,6372,8452,8885,5139
23,9587,4741,25169,9888
32,43298,45892,70687,49905
33,22699,22699,22699,22699
35,85446,78140,96114,106961
38,11723,373,69,119
39,27551,28269,37957,27090
41,116766,119589,113034,111109
43,7894,23855,9046,45072
44,7934,23855,9046,45072
49,61589,73143,57716,85384
63,9572,2863,30301,18629
64,10144,3405,30758,19077
68,8447,10622,10992,7684
72,73595,77709,71746,74529
74,5620,2902,24780,9626
80,10774,6406,5930,4581
81,47181,49259,49691,50002
82,22013,14293,48682,19676
88,7502,7439,7054,6381
89,7502,7439,7054,6381
100,73623,77740,71775,74561
101,184974,179125,180738,182080
103,79183,78851,70090,62784
104,7704,6494,3583,1829
107,1029,1419,13801,15497
111,20841,2788,1484,30639
117,91633,77129,75578,30047
118,91633,77129,75578,30047
119,20555,2191,546,29996
121,1029,1419,13801,15497
123,3947,7877,8025,8185
124,28106,27258,28581,27553
128,91081,90362,73632,67436
147,39834,39039,37065,34944
151,85143,77837,95811,106657
156,34152,38391,26616,31581
161,10224,4433,30925,20027
164,9468,8752,10998,10242
165,12545,5541,37684,9434
166,49563,42562,86638,46767
182,57804,49184,46174,43057
186,12183,11400,12891,17042
192,20762,22129,22596,25495
200,20970,21721,21654,21701
210,43298,45892,70687,49905
213,27551,28269,37957,27090
222,47590,41086,61035,71838
230,3891,3985,5375,5019
235,85446,78140,96114,106961
236,85143,77837,95811,106657
243,303914,296111,286178,283276
244,177079,155269,171692,137008
245,99567,100984,84624,75119
246,113552,105398,124696,134514
247,37018,37021,48954,37332
248,190361,190713,161482,148761
249,187148,176522,173144,172167
250,128772,117570,103767,63378
253,49563,42562,86638,46767
262,55177,46445,55318,25725
3,5015,5015,5015,9017
15,1678,1678,1678,15872
33,1678,1678,1678,15872
43,5877,5904,4415,1310
44,5877,5904,4415,1310
49,17406,17510,17952,4737
81,29210,29018,29051,28066
112,7244,7276,7276,7276
117,5911,6146,6776,4505
118,5911,6146,6776,4505
123,14797,14557,14434,13418
128,11785,12026,11153,5701
147,9301,9227,9202,9071
186,9889,10030,12066,2320
192,10942,11066,13130,3012
243,11310,11224,11295,10915
245,11789,12051,11191,5815
248,23873,24081,25118,9610
249,9986,9948,9943,9174
250,6468,6572,7167,4873
7,3246,4564,5728,6990
101,5256,5995,8508,9855
104,3246,4564,5728,6990
111,2385,70,1224,5465
117,3907,2976,3062,5397
118,3907,2976,3062,5397
119,2385,70,1224,5465
243,5606,6886,9479,11576
244,5112,4676,7050,9765
245,4055,4295,4519,5487
248,4399,5176,5479,7197
249,5108,6348,7652,10040
250,4218,3505,3871,6495
15,9006,0,0,0
33,9006,0,0,0
35,14729,0,0,0
101,16417,0,0,0
103,9898,0,0,0
151,14729,0,0,0
235,14729,0,0,0
236,14729,0,0,0
243,17435,0,0,0
244,15729,0,0,0
246,14729,0,0,0
249,13901,0,0,0
1,6146,6815,7342,8556
10,3490,4359,6026,4384
11,3942,4298,4467,5352
16,4359,6026,4384,4407
17,4359,6026,5999,4407
19,4300,5940,4255,4250
32,21187,24882,25340,23261
35,12840,15483,18041,18235
39,15087,16358,15339,15432
41,11832,14510,16017,15739
49,6026,6044,6859,6520
58,3230,4709,5762,4453
63,4266,6123,7495,5839
64,4304,6165,7532,5875
68,4359,6026,4384,4407
80,6146,6815,7343,8556
81,17287,18324,21098,22766
82,7030,9191,10527,9042
101,13138,15681,18546,19965
111,35570,42007,40209,40087
123,11864,12793,12939,15506
130,3230,4709,5762,4453
131,3230,4709,5762,4453
132,3262,4760,5816,4491
135,3230,4709,5762,4453
136,3230,4709,5762,4453
137,3262,4760,5816,4491
147,7680,7692,9561,10116
151,12840,15483,18041,18235
161,4301,6156,7524,5871
162,3227,4702,5756,4450
165,4193,6006,7469,5680
166,22117,25549,25867,24474
201,4206,6097,7461,5757
210,21187,24882,25340,23261
213,15087,16358,15339,15432
222,12240,14773,17331,17756
232,35570,42007,40209,38886
235,12840,15483,18041,18235
236,12840,15483,18041,18235
243,19703,22435,25789,26205
244,12840,15483,18041,18725
246,13049,15732,18332,18550
247,17924,19542,18398,18795
248,6654,6704,7457,7655
249,7872,7926,9771,10466
251,4201,6027,7418,5717
253,22117,25549,25867,24474
262,5806,8465,9158,9218
15,14112,14112,14112,0
33,14112,14112,14112,0
49,9138,7148,7458,0
81,8481,8936,8231,0
186,7629,5742,6124,0
192,8277,6977,7347,0
243,10446,6438,6152,0
248,10087,7421,7712,0
249,9959,6347,5851,0
3,3666,70999,70999,70999
7,1376,18986,28617,29570
10,3035,4475,14185,14604
15,10856,13856,13856,13856
16,4506,14280,14790,29821
30,1440,9710,419,14941
32,7366,37312,68906,79097
33,10856,13856,13856,13856
35,12323,82495,82638,83568
36,6585,69500,0,0
68,4475,14185,14604,29544
75,0,1267,5292,2366
79,1502,4963,8875,13934
90,901,5255,9627,16188
104,1376,18986,28617,29570
105,1376,18986,28617,29570
110,6585,69500,0,0
127,6585,69500,0,0
139,646,4631,8238,13289
151,10821,77532,73763,69634
164,2369,5426,9568,10902
166,661,6093,13620,15742
179,1502,4963,8875,13934
226,194,0,600,10311
230,641,2930,5702,6201
235,12323,82495,82638,83568
236,10821,77532,73763,69634
243,21799,123124,169653,212958
246,12323,82495,82638,83568
248,9475,40630,87015,129390
253,661,6093,13620,15742
32,11613,11949,12317,13784
243,8591,8227,8890,9829
248,5047,4610,5238,6112
0,3655,5507,4753,3710
1,4672,6465,5576,4942
10,4915,4799,10510,12528
16,4799,10510,12528,12706
17,4799,10510,12528,12706
19,3845,9318,10948,12033
23,1016,6161,2846,971
32,37696,32285,32667,29825
35,15628,16276,16932,17919
39,28096,27849,23166,23272
41,17429,22270,22263,21871
49,6142,9419,9180,8293
68,4799,10510,12528,12706
74,892,6066,2539,851
80,5198,6784,5820,5568
81,19597,20510,20808,22417
82,5392,5142,5933,6417
101,15628,16276,16932,17919
123,17764,18582,18945,20500
151,15182,15996,16593,17626
166,33489,32991,29100,29690
192,4013,6090,5412,4427
210,37696,32285,32667,29825
213,28096,27849,23166,23272
222,13383,14032,14688,15675
235,15628,16276,16932,17919
236,15182,15996,16593,17626
243,22888,26553,26777,26828
244,15628,16276,16932,17919
246,15628,16277,16932,17919
247,32721,31906,27896,27886
248,7261,10276,9844,8909
249,5459,4283,4513,4957
253,33489,32991,29100,29690
262,11288,12851,13083,13578
0,165290,251490,376440,405290
1,170310,218300,294250,279380
3,11390,11390,11390,11390
7,143210,0,0,0
10,243240,475530,639470,612950
11,277160,287010,300850,313140
14,16380,12820,19680,19830
15,20240,20240,20240,20240
16,475530,639470,612950,411360
17,484050,645980,615810,419840
19,210410,257270,152860,171650
20,265120,382200,460090,239710
23,376830,382520,373420,337460
32,1653130,2719270,3259720,3741260
33,20240,20240,20240,20240
35,1556620,1720530,1921420,1986400
38,33420,34900,49170,93400
39,1362680,1824520,2312910,2432550
41,1323080,1602620,1798180,1661860
42,8760,7080,10020,10370
43,362600,379590,336670,380240
44,371360,386670,346690,390610
49,857360,1037780,1191980,1250220
58,161640,201960,289440,338390
61,37270,45750,62950,71450
63,251490,346380,524970,578410
64,251490,346380,524970,578410
68,475530,639470,612950,411360
74,324480,325450,254870,116480
77,139330,147430,163650,175890
78,48440,47670,50160,53100
79,150430,150500,156010,170470
80,170310,0,314620,296430
81,1672710,1707570,1850980,2135040
82,387780,510330,700880,733100
85,510,6390,6880,0
88,34080,22880,21070,31120
89,34080,22880,21070,31120
90,23420,25530,25350,30530
91,23420,25530,25350,30530
98,19000,23020,21620,26840
100,179290,218150,323230,391380
101,2335050,2432570,2608950,2899670
103,75070,75500,71720,71370
104,143210,0,0,0
107,94790,102420,130720,256400
108,240040,275520,336530,357080
111,1101400,918880,800290,1391950
112,123180,124780,130160,134990
116,7620,5740,9660,9460
117,415830,332450,350860,533030
118,423450,338190,360520,542490
119,233930,312570,351440,531470
121,334830,377940,467250,613480
122,8160,8310,10900,11030
123,445130,459860,503530,549290
124,397920,435620,515780,517780
128,302900,72570,74580,501910
130,161640,201960,289440,338390
131,161640,201960,289440,338390
132,185710,255860,404200,445010
135,161640,201960,289440,338390
136,161640,201960,289440,338390
137,185710,255860,404200,445010
147,791960,743880,787510,981670
151,1406190,1570030,1765410,1815930
156,12120,12360,13260,15120
157,47990,52330,59680,63670
158,39720,41020,42650,56400
159,70020,71510,71860,75100
160,32650,22370,28580,44020
161,197230,355160,539000,578170
162,121911,208904,300694,344269
164,256320,255000,278870,290420
165,131460,255330,422010,442680
166,1750460,2334850,3013790,3165650
171,20390,18100,12800,20220
172,65570,69730,72890,73890
174,133990,161460,162640,170420
179,101990,102830,105850,117370
181,143210,164060,191400,195960
182,150420,142770,175920,223130
183,16660,7790,4600,1760
184,15620,9090,7450,17400
185,0,255000,278870,0
186,6900,6740,6960,7050
187,538420,543680,592590,701610
188,349520,363100,385260,392470
189,8520,6510,2860,8480
192,193720,303390,442740,464450
196,17810,20370,25000,22050
200,51100,61150,67860,54480
201,217410,323500,503900,547290
202,255400,257340,274680,342610
210,1632740,2701170,3246920,3721040
213,1362680,1824520,2312910,2432550
216,7110,8310,10160,13760
222,1486430,1633750,1810980,1885720
224,168310,0,0,0
226,65140,35210,33820,23850
229,117550,107570,115220,114530
230,256880,255000,278870,290420
232,867470,606310,448850,860480
235,1556620,1720530,1921420,1986400
236,1406190,1570030,1765410,1815930
238,31700,67640,99700,102280
243,3382030,3673110,4132970,4456790
244,1972450,2052980,2272280,2519430
245,794810,724860,707210,933100
246,1954540,2156150,2437200,2504180
247,1619000,2079520,2591780,2722970
248,1427490,1516960,1695770,1952610
249,2058950,2070490,2334790,2794930
250,570130,479180,503790,702390
253,1750460,2334850,3013790,3165650
254,21530,45160,59340,52110
262,465720,564840,606200,411640
3,0,0,5976,0
35,1637,317,6721,0
36,0,0,6526,0
101,1637,317,6721,0
110,0,0,6526,0
127,0,0,6526,0
235,1637,317,6721,0
243,4132,3887,7897,0
244,1637,317,6721,0
246,2423,616,7051,0
32,4828,10036,8877,14266
243,9910,9811,10635,9611
248,5475,5182,6865,5756
3,6766,6766,6766,6766
11,9358,9406,9434,9616
15,19649,19649,19649,19649
16,6247,9910,14381,11761
17,6247,9910,14381,11761
20,6664,11392,14930,11624
23,3343,16142,24865,10217
32,20175,32651,44997,32667
33,19649,19649,19649,19649
35,92867,94393,105250,111587
38,2993,3723,5985,6307
39,8167,13381,18624,18098
41,21560,30344,36362,29053
43,4998,6838,2721,6064
44,4998,6838,2721,6064
49,31982,36333,37177,36882
66,454,53,373,14381
68,6247,9910,14381,11761
72,10134,8688,11805,7747
74,3222,16033,24310,9491
81,19539,20392,22817,23724
82,5966,15092,26311,21462
88,7428,8179,8713,9608
89,7428,8179,8713,9608
100,10134,8688,11805,7747
101,169697,169444,171856,174647
103,121608,128173,126429,127544
111,7000,5000,17238,0
112,5107,5107,5107,5107
117,71833,68213,63885,56995
118,71833,68213,63885,56995
119,7000,5000,17238,0
128,70584,65141,52225,51298
147,15493,15723,17584,18060
151,92867,94393,105250,111587
156,6667,11455,8711,8875
164,4606,4710,6072,5782
165,1360,10382,20240,15680
166,14133,28473,44935,39560
182,50127,44401,40261,45605
183,6989,7190,6046,6090
186,5681,6788,5862,6311
192,8177,9430,8820,10205
210,20175,32651,44942,32667
213,8167,13381,18624,18098
220,3614,5667,8272,7626
222,67358,68885,79732,86059
235,92867,94393,105250,111587
236,92867,94393,105250,111587
243,212268,219340,222989,222362
244,164699,162606,169135,168582
245,76830,75051,66606,63059
246,93861,95361,106426,112712
247,12773,18091,24696,23881
248,118407,123979,116563,109651
249,190708,188996,186627,193309
250,86425,87646,79386,72769
253,14133,28473,44935,39560
1,3520,4211,5148,6654
32,16460,17535,21858,20978
35,5032,5490,6141,6784
101,5032,5490,6141,6784
151,5024,5483,6134,6777
166,13966,16627,20510,20222
235,5032,5490,6141,6784
236,5024,5483,6134,6777
243,15166,14112,16272,18508
244,5032,5490,6141,6784
246,5032,5490,6141,6785
247,13198,15849,19609,19160
248,10134,8621,10131,11723
253,13966,16627,20510,20222
3,3749,5527,5577,0
16,1918,4469,9322,0
17,1918,4469,9322,0
20,1762,3419,6213,0
32,29246,49578,59779,0
35,12836,15202,16176,0
39,22472,40314,47881,0
41,6277,10618,15452,0
43,8731,6985,12590,0
44,8999,7415,13068,0
49,14369,11827,17923,0
64,3708,5154,3412,0
68,1918,4469,9322,0
81,56647,62786,71700,0
82,7901,10567,10820,0
101,42338,49869,55834,0
111,7926,20200,13627,0
112,3630,4720,5256,0
117,20771,27682,27068,0
118,20869,28439,27539,0
119,7926,20200,12477,0
123,49327,53636,61646,0
124,1558,2453,8533,0
128,27584,30198,30337,0
142,395,7498,4856,0
143,410,8885,3806,0
147,42489,46439,52828,0
151,11480,13727,14332,0
161,3686,5133,3429,0
164,4755,5914,8105,0
166,30374,50881,58701,0
171,3806,4046,6836,0
210,25441,45532,52943,0
213,22472,40314,47881,0
222,5609,7151,8179,0
224,0,0,7232,0
235,12836,15202,16176,0
236,11480,13727,14332,0
243,51709,60319,72684,0
244,33607,42884,43244,0
245,29868,35854,40607,0
246,14393,17655,24709,0
247,27228,46228,55986,0
248,37316,42664,47976,0
249,45432,49702,57232,0
250,22946,30837,30053,0
253,30374,50881,58701,0
0,2998,4819,6394,6197
1,10865,11862,14314,18517
3,5728,5728,5728,5906
11,4615,5412,5377,5289
16,4929,4939,4753,7157
17,4929,4939,4753,7514
20,4635,4536,4318,6974
32,58898,63195,76287,93873
39,52253,55726,68163,89891
41,27526,28570,30013,45595
43,13792,8654,7051,15381
44,13915,8702,7201,15463
49,29654,32783,33538,42886
68,4929,4939,4753,7157
72,4718,4443,6875,9444
80,10865,12310,14557,19111
81,7231,9538,9513,9201
82,9103,8760,9937,12180
100,4718,4795,7022,9309
101,22592,14286,12932,24471
111,28318,150,0,9931
117,7304,6866,6379,7032
118,7348,6941,6425,7127
119,28318,20979,0,1980
128,16167,10582,8678,15257
147,7231,5136,4848,4683
161,3301,2815,4673,6573
164,7824,7555,6225,6644
165,1279,1205,3713,5536
166,61355,64486,78100,102070
186,1486,5969,4946,2774
187,7231,0,0,0
188,3263,1904,1532,5752
192,5375,11613,12108,10786
210,58898,63195,76287,93873
213,52253,55726,68163,89891
232,0,150,0,7951
243,41022,41093,42171,54376
244,8800,5632,5881,9090
245,21263,15643,13627,22589
247,60076,63281,74387,96534
248,37658,40359,40553,50443
249,13495,12523,12157,8781
250,8004,7576,7016,7557
253,61355,64486,78100,102070
0,13231,22085,23423,21707
1,16488,20234,26303,22904
3,29141,29141,29141,29141
10,7822,15031,18374,20739
11,18372,18805,19231,20129
16,15031,18374,20739,27434
17,15031,18374,20739,27434
19,11324,14346,17216,24241
23,11483,9117,7084,18363
30,7586,3235,2086,7014
32,123232,148657,180658,191100
35,102931,108476,119332,133333
39,102891,132909,158906,155701
41,51536,66217,78256,79575
43,4273,5098,4998,4138
44,4398,5150,5029,4153
49,27756,43204,46522,43362
58,22,6113,13266,18424
63,1857,7901,17609,23518
64,3055,9114,18840,24894
68,15031,18374,20739,27434
72,6727,11823,13391,13072
74,8274,6405,3187,12649
80,16670,20554,26702,23299
81,74488,75999,79441,82703
82,15801,18607,26893,30790
100,15574,23564,27703,25270
101,110204,113574,124331,137777
103,6833,7429,6941,6880
107,15096,16408,17966,20209
108,34900,37765,40618,46087
111,10416,1594,3300,2005
112,8140,8092,8501,8622
121,49996,54173,58584,66297
123,46813,48568,50807,52715
124,9777,9980,11184,12064
130,22,6113,13266,18424
131,22,6113,13266,18424
135,22,6113,13266,18424
147,35217,32324,31942,32452
151,100988,106482,117429,131106
157,4294,4897,5061,4851
159,8231,7799,8155,7045
161,3233,9492,18861,24821
162,124,6432,13284,18361
164,14318,17039,17384,19022
165,1483,1568,9509,11768
166,118692,151517,185799,186491
192,15393,24983,27939,25605
201,1161,7551,17309,23150
209,6002,8560,10220,8011
210,122006,147899,180116,189912
213,102891,132909,158906,155701
222,65514,70552,81308,93387
230,4899,5942,6679,6954
232,9916,1594,3300,1405
235,102931,108476,119332,133333
236,100988,106482,117429,131106
243,151801,169471,185213,196130
244,105931,108476,119332,133638
245,7504,5163,5047,4468
246,112708,118456,130516,145397
247,117209,149949,176290,174722
248,39093,51015,54697,50733
249,100265,103254,106957,116555
250,11337,7812,8175,7372
253,118692,151517,185799,186491
262,23780,23014,31734,36213
0,4889,7687,5739,6507
1,10006,11660,10737,12430
3,22086,77932,77932,77932
10,8555,13614,12882,21635
11,4739,5876,6992,5797
15,5575,6195,6195,6195
16,13612,12882,21707,12305
17,18368,61289,60457,59846
19,10175,6041,18235,9010
20,3437,6841,3472,3295
23,18021,12720,14615,15855
32,57429,66338,67935,68636
33,5575,6195,6195,6195
35,46846,94122,95701,99144
36,0,57660,0,0
39,32126,39541,39768,38335
41,39215,88864,87167,89574
49,10226,13397,11082,11751
58,11361,14346,14006,16422
63,15008,18818,17517,19962
64,16558,20433,19277,21821
68,13612,12882,21635,12253
72,7432,9390,9666,10540
74,16828,10912,12106,13164
80,10006,11665,10740,12445
81,22276,24513,26355,26700
82,25187,28255,27174,31833
100,10072,14464,14472,15195
101,46846,94129,95773,99196
110,0,57660,0,0
111,0,9300,325,0
112,5144,5274,5403,5432
119,0,9300,325,0
123,11112,11682,12508,13556
130,11361,14346,14006,16422
131,11361,14346,14006,16422
132,11361,14346,14004,16431
135,11361,14346,14006,16422
136,11361,14346,14006,16422
137,11361,14346,14004,16431
147,16632,16670,17203,17544
151,46846,94122,95467,98886
161,16549,20223,19388,22079
162,11355,14182,14095,16634
164,10935,10629,12360,14636
165,14252,17626,14814,17197
166,57313,67796,66942,70169
189,4756,48407,38750,47541
192,6996,9645,6992,7338
201,14910,18447,17452,19921
210,57286,66172,67819,68510
213,32126,39541,39768,38335
222,16858,6584,9318,12110
226,0,6045,11252,11284
229,3816,3592,4194,5794
230,4627,4539,5230,6898
232,0,9300,325,0
235,46846,94122,95701,99144
236,46846,94122,95467,98886
243,58709,108738,107921,111670
244,46846,94122,95701,99144
246,46846,94156,95749,99215
247,43060,50170,52128,52971
248,11863,14581,12172,12455
249,19494,19873,20754,22096
251,14478,18024,0,0
253,57313,67796,66942,70169
262,28989,75468,76086,77823
7,13033,16492,17679,16899
10,9647,14497,24351,32914
11,826,739,731,7376
